nRepsBlockPasivas,nRepsBlockActivas,instrucciones_pasiva,instrucciones_activa,digitSpan_train,digits_train,fixation_time_train,answer_train,digitSpan,digits,fixation_time,answer,Block_Order.thisRepN,Block_Order.thisTrialN,Block_Order.thisN,Block_Order.thisIndex,BlockPasivas.thisRepN,BlockPasivas.thisTrialN,BlockPasivas.thisN,BlockPasivas.thisIndex,BlockActivas.thisRepN,BlockActivas.thisTrialN,BlockActivas.thisN,BlockActivas.thisIndex,intrLoopActivas.thisRepN,intrLoopActivas.thisTrialN,intrLoopActivas.thisN,intrLoopActivas.thisIndex,trial_train_Activas.thisRepN,trial_train_Activas.thisTrialN,trial_train_Activas.thisN,trial_train_Activas.thisIndex,train_digitloop_Activas.thisRepN,train_digitloop_Activas.thisTrialN,train_digitloop_Activas.thisN,train_digitloop_Activas.thisIndex,trialActivas.thisRepN,trialActivas.thisTrialN,trialActivas.thisN,trialActivas.thisIndex,digitLoop_Activas.thisRepN,digitLoop_Activas.thisTrialN,digitLoop_Activas.thisN,digitLoop_Activas.thisIndex,instrucloop_Pasivas.thisRepN,instrucloop_Pasivas.thisTrialN,instrucloop_Pasivas.thisN,instrucloop_Pasivas.thisIndex,trial_trainingPasivas.thisRepN,trial_trainingPasivas.thisTrialN,trial_trainingPasivas.thisN,trial_trainingPasivas.thisIndex,train_digitloopPasivas.thisRepN,train_digitloopPasivas.thisTrialN,train_digitloopPasivas.thisN,train_digitloopPasivas.thisIndex,trial_Pasiva.thisRepN,trial_Pasiva.thisTrialN,trial_Pasiva.thisN,trial_Pasiva.thisIndex,digitLoop_Pasivas.thisRepN,digitLoop_Pasivas.thisTrialN,digitLoop_Pasivas.thisN,digitLoop_Pasivas.thisIndex,bienv2.started,bienv2.stopped,key_bienv.keys,key_bienv.rt,key_bienv.started,key_bienv.stopped,continuetrial_pasivas.keys,continuetrial_pasivas.rt,continuetrial_pasivas.started,continuetrial_pasivas.stopped,text.started,text.stopped,firstfix_activas.started,firstfix_activas.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,firsfixtrain_activa.started,firsfixtrain_activa.stopped,digitpresentation_training_2.started,digitpresentation_training_2.stopped,correct,recall_train_2.started,recall_train_2.stopped,answ_train_2.text,answ_train_2.started,answ_train_2.stopped,post_recall_training_2.started,post_recall_training_2.stopped,end_training_2.started,end_training_2.stopped,first_fix_active.started,first_fix_active.stopped,pres_text_active.started,pres_text_active.stopped,recall_txt_2.started,recall_txt_2.stopped,answer_box_2.text,answer_box_2.started,answer_box_2.stopped,postrecallPR_2.started,postrecallPR_2.stopped,Dificultad_activas.started,Dificultad_activas.stopped,dif_licker_2.response,dif_licker_2.rt,dif_licker_2.started,dif_licker_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,firstfixtrain.started,firstfixtrain.stopped,digitpresentation_training.started,digitpresentation_training.stopped,recall_train.started,recall_train.stopped,answ_train.text,answ_train.started,answ_train.stopped,post_recall_training.started,post_recall_training.stopped,end_training.started,end_training.stopped,first_fix_pas.started,first_fix_pas.stopped,pres_text.started,pres_text.stopped,recall_txt.started,recall_txt.stopped,answer_box.text,answer_box.started,answer_box.stopped,postrecallPR.started,postrecallPR.stopped,Dificultad_pasivas.started,Dificultad_pasivas.stopped,dif_licker.response,dif_licker.rt,dif_licker.started,dif_licker.stopped,text_2.started,text_2.stopped,participante,sesion,orden,pasivas,activas,date,expName,psychopyVersion,frameRate,
0,2,,,,,,,3,385.0,0.55,583.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.85610389930298,None,space,1.3993211762026476,141.85610389930298,None,,,,,,,,,,,,,140.24541427527583,None,143.28192723600296,None,143.8411643717518,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
0,2,,,,,,,3,385.0,0.55,583.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.8411602663582,144.8411602663582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
0,2,,,,,,,3,385.0,0.55,583.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.84138318923578,145.84138318923578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
0,2,,,,,,,3,385.0,0.55,583.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,146.8413905789439,None,,146.8413905789439,None,146.84118366710027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
0,2,,,,,,,3,294.0,0.55,492.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.31655212618352,None,space,0.0071842366887722164,148.31655212618352,None,,,,,,,,,,,,,,,148.35005501227351,None,148.90926176811263,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
0,2,,,,,,,3,294.0,0.55,492.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.90957993612028,149.90957993612028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
0,2,,,,,,,3,294.0,0.55,492.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.9100163394687,150.9100163394687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
0,2,,,,,,,3,294.0,0.55,492.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,151.90999540196026,None,,151.90999540196026,None,151.90998842279078,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
0,2,,,,,,,4,1358.0,0.55,8531.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.38483467579863,None,space,0.25190182666119654,153.38483467579863,None,,,,,,,,,,,,,,,153.6558891872155,None,154.21528725439566,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
0,2,,,,,,,4,1358.0,0.55,8531.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.21527165389853,155.21527165389853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
0,2,,,,,,,4,1358.0,0.55,8531.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.21580740777426,156.21580740777426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
0,2,,,,,,,4,1358.0,0.55,8531.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,2,2,2,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.21535581447097,157.21535581447097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
0,2,,,,,,,4,1358.0,0.55,8531.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,158.21537675197578,None,,158.21537675197578,None,158.2155335780153,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
0,2,,,,,,,4,2047.0,0.55,7402.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.6900752108122,None,space,0.08326539211338968,159.6900752108122,None,,,,,,,,,,,,,,,159.79201788309365,None,160.35113842566352,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
0,2,,,,,,,4,2047.0,0.55,7402.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.3512024698066,161.3512024698066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
0,2,,,,,,,4,2047.0,0.55,7402.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.35108505554672,162.35108505554672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
0,2,,,,,,,4,2047.0,0.55,7402.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,3,3,3,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.35088060694034,163.35088060694034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
0,2,,,,,,,4,2047.0,0.55,7402.0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,164.3681117652377,None,,164.3681117652377,None,165.1141147539638,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
0,2,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.14756960695013,None,5,4.572620719100087,166.14756960695013,None,space,1.2327756186496117,170.96165849693352,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,datasets/instruccion1_pasiva.png,datasets/instruccion1_activa.png,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,datasets/instruccion2.png,datasets/instruccion2.png,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,datasets/instruccion3.png,datasets/instruccion3.png,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,,,2,72,0.75,27.0,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.88884400325333,None,186.6517271391167,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,,,2,72,0.75,27.0,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.6517579295687,187.6517579295687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,,,2,72,0.75,27.0,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.65174150799248,None,,188.65174150799248,None,188.65165529472506,None,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,,,2,81,0.35,18.0,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.1263968601961,None,190.48221502409797,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,,,2,81,0.35,18.0,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.48219654982677,191.48219654982677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,,,2,81,0.35,18.0,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.4824005878927,None,,192.4824005878927,None,192.48205573482483,None,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,,,,,,,3,279.0,0.15,972.0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.49931029386426,None,195.90609979390865,None,198.05912218472804,198.05912218472804,199.05881222750577,None,,199.05881222750577,None,199.0587884162196,None,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,,,,,,,3,148.0,0.95,841.0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.5334125674308,None,203.4827261456121,203.4827261456121,204.48271998751989,None,,204.48271998751989,None,204.48283042261028,None,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,,,,,,,4,1652.0,0.35,2561.0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.95732607499667,None,209.3140223826049,209.3140223826049,210.31345214342764,None,,210.31345214342764,None,210.31343982724502,None,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,,,,,,,4,7093.0,0.55,3907.0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.78848642346202,None,215.347728896224,215.347728896224,216.34763816702434,None,,216.34763816702434,None,216.3476139452032,None,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,datasets/instruccion1_pasiva.png,datasets/instruccion1_activa.png,,,,,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.8767723014898365,219.8733674902105,None,,,,,,,,,,,,,,,,,,,,,,,,,217.60151489026248,None,1.0833333730697632,2.0479005016786687,217.60151489026248,None,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,datasets/instruccion2.png,datasets/instruccion2.png,,,,,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,datasets/instruccion3.png,datasets/instruccion3.png,,,,,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,,,2,83,0.55,38.0,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.85790083010943,None,228.41725332742135,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,,,2,83,0.55,38.0,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.41678531254365,229.41678531254365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,,,2,83,0.55,38.0,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.41714658718774,None,,230.41714658718774,None,230.90867346519735,None,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,,,2,16,0.55,61.0,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.38497466971967,None,232.94424998563045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,,,2,16,0.55,61.0,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.94417444638748,233.94417444638748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,,,2,16,0.55,61.0,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.94421878463982,None,,234.94421878463982,None,235.5714145544407,None,,,,,,,,,,,,,,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,,,,,,,3,497.0,0.55,794.0,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.58844495898666,None,239.13466019656698,None,241.69444006535923,241.69444006535923,242.6941580248149,None,,242.6941580248149,None,242.69412805543834,None,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,,,,,,,3,235.0,0.55,532.0,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.1688380093765,None,246.72826276161504,246.72826276161504,247.72820405448692,None,,247.72820405448692,None,247.72821472851138,None,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,,,,,,,4,6081.0,0.55,1806.0,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.20306057097696,None,252.76242661608921,252.76242661608921,253.76263722278236,None,,253.76263722278236,None,254.52529209875865,None,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,,,,,,,4,3168.0,0.55,8613.0,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.99996058822217,None,259.56007463605783,None,260.55984760778847,None,,260.55984760778847,None,260.5598410391576,None,,,,,,,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
2,0,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.5034824032227334,266.3903859891143,None,265.9171864095042,266.9160623527205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.4780786377559707,264.4076709280671,None,,,,,,,,,,,,,,,,,,,,,,,,,261.61032999154486,None,1.328125,2.556736540467682,261.61032999154486,None,,,APRFRF,01,AP,RF,RF,2022-07-05_20h37.57.539,DigitSpanTask_visual,2022.1.3,58.576458027682435,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.950270955982,None,,,,,,,,,,
