nRepsBlockPasivas,nRepsBlockActivas,instrucciones_pasiva,instrucciones_activa,digitSpan_train,digits_train,fixation_time_train,answer_train,digitSpan,digits,fixation_time,answer,Block_Order.thisRepN,Block_Order.thisTrialN,Block_Order.thisN,Block_Order.thisIndex,BlockPasivas.thisRepN,BlockPasivas.thisTrialN,BlockPasivas.thisN,BlockPasivas.thisIndex,instrucloop_Pasivas.thisRepN,instrucloop_Pasivas.thisTrialN,instrucloop_Pasivas.thisN,instrucloop_Pasivas.thisIndex,trial_trainingPasivas.thisRepN,trial_trainingPasivas.thisTrialN,trial_trainingPasivas.thisN,trial_trainingPasivas.thisIndex,train_digitloopPasivas.thisRepN,train_digitloopPasivas.thisTrialN,train_digitloopPasivas.thisN,train_digitloopPasivas.thisIndex,trial_Pasiva.thisRepN,trial_Pasiva.thisTrialN,trial_Pasiva.thisN,trial_Pasiva.thisIndex,digitLoop_Pasivas.thisRepN,digitLoop_Pasivas.thisTrialN,digitLoop_Pasivas.thisN,digitLoop_Pasivas.thisIndex,BlockActivas.thisRepN,BlockActivas.thisTrialN,BlockActivas.thisN,BlockActivas.thisIndex,intrLoopActivas.thisRepN,intrLoopActivas.thisTrialN,intrLoopActivas.thisN,intrLoopActivas.thisIndex,trial_train_Activas.thisRepN,trial_train_Activas.thisTrialN,trial_train_Activas.thisN,trial_train_Activas.thisIndex,train_digitloop_Activas.thisRepN,train_digitloop_Activas.thisTrialN,train_digitloop_Activas.thisN,train_digitloop_Activas.thisIndex,trialActivas.thisRepN,trialActivas.thisTrialN,trialActivas.thisN,trialActivas.thisIndex,digitLoop_Activas.thisRepN,digitLoop_Activas.thisTrialN,digitLoop_Activas.thisN,digitLoop_Activas.thisIndex,bienv2.started,bienv2.stopped,key_bienv.keys,key_bienv.rt,key_bienv.started,key_bienv.stopped,firstfixtrain.started,firstfixtrain.stopped,digitpresentation_training.started,digitpresentation_training.stopped,correct,recall_train.started,recall_train.stopped,answ_train.text,answ_train.started,answ_train.stopped,post_recall_training.started,post_recall_training.stopped,end_training.started,end_training.stopped,first_fix_pas.started,first_fix_pas.stopped,pres_text.started,pres_text.stopped,recall_txt.started,recall_txt.stopped,answer_box.text,answer_box.started,answer_box.stopped,postrecallPR.started,postrecallPR.stopped,Dificultad_pasivas.started,Dificultad_pasivas.stopped,dif_licker.response,dif_licker.rt,dif_licker.started,dif_licker.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,firstfix_activas.started,firstfix_activas.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,firsfixtrain_activa.started,firsfixtrain_activa.stopped,digitpresentation_training_2.started,digitpresentation_training_2.stopped,recall_train_2.started,recall_train_2.stopped,answ_train_2.text,answ_train_2.started,answ_train_2.stopped,post_recall_training_2.started,post_recall_training_2.stopped,end_training_2.started,end_training_2.stopped,first_fix_active.started,first_fix_active.stopped,pres_text_active.started,pres_text_active.stopped,recall_txt_2.started,recall_txt_2.stopped,answer_box_2.text,answer_box_2.started,answer_box_2.stopped,postrecallPR_2.started,postrecallPR_2.stopped,Dificultad_activas.started,Dificultad_activas.stopped,dif_licker_2.response,dif_licker_2.rt,dif_licker_2.started,dif_licker_2.stopped,text_2.started,text_2.stopped,participante,sesion,orden,pasivas,activas,date,expName,psychopyVersion,frameRate,
0,2,,,2,47,0.55,74,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.54709461290258,None,,186.54709461290258,None,187.3776461314883,None,,,,,,,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,3,385.0,0.55,583.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.2592170193202,None,space,1.0689471900332137,195.2592170193202,None,,,,,,,,,,,,188.3946231659138,None,196.3609839807541,None,196.9202699706875,None,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,3,385.0,0.55,583.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.9203422256178,197.9203422256178,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,3,385.0,0.55,583.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.92041078568946,198.92041078568946,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,3,385.0,0.55,583.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.93713615948582,None,,199.93713615948582,None,200.68304718739455,None,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,3,294.0,0.55,492.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.15782857518207,None,space,1.6206919823380304,202.15782857518207,None,,,,,,,,,,,,,,203.80200835857977,None,204.36137768800472,None,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,3,294.0,0.55,492.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.36140560468266,205.36140560468266,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,3,294.0,0.55,492.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.3613423816205,206.3613423816205,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,3,294.0,0.55,492.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.3616334540311,None,,207.3616334540311,None,208.4972818188544,None,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,4,1358.0,0.55,8531.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.97260224483034,None,space,0.5630682663031621,209.97260224483034,None,,,,,,,,,,,,,,210.56574213201384,None,211.12521573843696,None,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,4,1358.0,0.55,8531.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.12516811587193,212.12516811587193,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,4,1358.0,0.55,8531.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.12529333037673,213.12529333037673,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,4,1358.0,0.55,8531.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,2,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.12532288921284,214.12532288921284,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,4,1358.0,0.55,8531.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.1252143015503,None,,215.1252143015503,None,215.12553760129958,None,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,4,2047.0,0.55,7402.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.60079069881976,None,space,0.3142050498063327,216.60079069881976,None,,,,,,,,,,,,,,216.9388308659909,None,217.49916414184918,None,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,4,2047.0,0.55,7402.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.49878275077936,218.49878275077936,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,4,2047.0,0.55,7402.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.49882544687352,219.49882544687352,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,4,2047.0,0.55,7402.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,3,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.4990056736533,220.4990056736533,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,4,2047.0,0.55,7402.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.4988531582807,None,,221.4988531582807,None,221.4990138844405,None,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,datasets/instruccion1_pasiva.png,datasets/instruccion1_activa.png,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.9903576390788658,223.70188437569232,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.5493476529482,None,1.15625,0.9088146907415648,222.5493476529482,None,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,datasets/instruccion2.png,datasets/instruccion2.png,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,datasets/instruccion3.png,datasets/instruccion3.png,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,2,25,0.75,52,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.48357678317916,None,space,0.9749644655275915,233.48357678317916,None,234.48360264715666,None,235.24632813590506,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,2,25,0.75,52,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.2466183872384,236.2466183872384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,2,25,0.75,52,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.24660566051534,None,,237.24660566051534,None,246.09844528741814,None,,,,,,,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,2,68,0.35,86.0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.57309899746178,None,space,0.7868922762863804,247.57309899746178,None,248.3887976123042,None,248.74488509003277,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,2,68,0.35,86.0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.74567045184085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,2,68,0.35,86.0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.76176770040547,None,,250.76176770040547,None,251.28692842656528,None,,,,,,,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,3,349,0.15,943,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.21973668005012,None,space,0.7775040620472282,253.21973668005012,None,,,,,,,,,,,,252.3043032736423,None,254.01630662364187,None,254.16921365289818,None,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,3,349,0.15,943,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.16903137341797,255.16903137341797,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,3,349,0.15,943,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.16929945562515,256.16929945562515,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,3,349,0.15,943,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.18597392254014,None,,257.18597392254014,None,257.76226527411563,None,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,3,256.0,0.95,652.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.23703024032875,None,space,0.6973983892166871,259.23703024032875,None,,,,,,,,,,,,,,259.96488903120917,None,260.9141217331344,None,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,3,256.0,0.95,652.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.9142264206712,261.9142264206712,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,3,256.0,0.95,652.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.9142223152776,262.9142223152776,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,3,256.0,0.95,652.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.9312108448066,None,,263.9312108448066,None,265.25324367153735,None,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,4,1502.0,0.35,2051.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.7281978963947,None,space,1.0445562251807132,266.7281978963947,None,,,,,,,,,,,,,,267.7961959422282,None,268.1518449639152,None,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,4,1502.0,0.35,2051.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.15536328628514,None,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,4,1502.0,0.35,2051.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.155347685788,None,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,4,1502.0,0.35,2051.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,2,2,2,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.1554100877729,None,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,4,1502.0,0.35,2051.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.1723817851889,None,,272.1723817851889,None,272.7488123096118,None,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,4,3769.0,0.55,9673.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.2233063198437,None,space,0.4827043642071658,274.2233063198437,None,,,,,,,,,,,,,,274.731807769047,None,275.29106953715745,None,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,4,3769.0,0.55,9673.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.2911943411236,276.2911943411236,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,4,3769.0,0.55,9673.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.2915330361029,277.2915330361029,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,4,3769.0,0.55,9673.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,3,3,3,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.29281268730847,None,,,,,,,,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,4,3769.0,0.55,9673.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.32534834265243,None,,279.32534834265243,None,279.90171851778723,None,,,,,,,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
0,2,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.6308897802045976,282.9865219925923,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.9525395965211,None,1.15625,1.7916130912781227,280.9525395965211,None,,,PAFRFR,01,PA,FR,FR,2022-07-05_20h46.42.088,DigitSpanTask_visual,2022.1.3,59.061636195312204,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.64779088766954,None,,,,,,,,,,
