instrucciones_pasiva,instrucciones_activa,digitSpan_train,digits_train,fixation_time_train,answer_train,digitSpan,digits,fixation_time,answer,BlockPasivas.thisRepN,BlockPasivas.thisTrialN,BlockPasivas.thisN,BlockPasivas.thisIndex,instrucloop_Pasivas.thisRepN,instrucloop_Pasivas.thisTrialN,instrucloop_Pasivas.thisN,instrucloop_Pasivas.thisIndex,trial_trainingPasivas.thisRepN,trial_trainingPasivas.thisTrialN,trial_trainingPasivas.thisN,trial_trainingPasivas.thisIndex,train_digitloopPasivas.thisRepN,train_digitloopPasivas.thisTrialN,train_digitloopPasivas.thisN,train_digitloopPasivas.thisIndex,trial_Pasiva.thisRepN,trial_Pasiva.thisTrialN,trial_Pasiva.thisN,trial_Pasiva.thisIndex,digitLoop_Pasivas.thisRepN,digitLoop_Pasivas.thisTrialN,digitLoop_Pasivas.thisN,digitLoop_Pasivas.thisIndex,BlockActivas.thisRepN,BlockActivas.thisTrialN,BlockActivas.thisN,BlockActivas.thisIndex,intrLoopActivas.thisRepN,intrLoopActivas.thisTrialN,intrLoopActivas.thisN,intrLoopActivas.thisIndex,trial_train_Activas.thisRepN,trial_train_Activas.thisTrialN,trial_train_Activas.thisN,trial_train_Activas.thisIndex,train_digitloop_Activas.thisRepN,train_digitloop_Activas.thisTrialN,train_digitloop_Activas.thisN,train_digitloop_Activas.thisIndex,trialActivas.thisRepN,trialActivas.thisTrialN,trialActivas.thisN,trialActivas.thisIndex,digitLoop_Activas.thisRepN,digitLoop_Activas.thisTrialN,digitLoop_Activas.thisN,digitLoop_Activas.thisIndex,bienv2.started,bienv2.stopped,key_bienv.keys,key_bienv.rt,key_bienv.started,key_bienv.stopped,firstfixtrain.started,firstfixtrain.stopped,digitpresentation_training.started,digitpresentation_training.stopped,correct,recall_train.started,recall_train.stopped,answ_train.text,answ_train.started,answ_train.stopped,post_recall_training.started,post_recall_training.stopped,end_training.started,end_training.stopped,first_fix_pas.started,first_fix_pas.stopped,pres_text.started,pres_text.stopped,recall_txt.started,recall_txt.stopped,answer_box.text,answer_box.started,answer_box.stopped,postrecallPR.started,postrecallPR.stopped,Dificultad_pasivas.started,Dificultad_pasivas.stopped,dif_licker.response,dif_licker.rt,dif_licker.started,dif_licker.stopped,continuetrial_pasivas.keys,continuetrial_pasivas.rt,continuetrial_pasivas.started,continuetrial_pasivas.stopped,firstfix_activas.started,firstfix_activas.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,firsfixtrain_activa.started,firsfixtrain_activa.stopped,digitpresentation_training_2.started,digitpresentation_training_2.stopped,recall_train_2.started,recall_train_2.stopped,answ_train_2.text,answ_train_2.started,answ_train_2.stopped,post_recall_training_2.started,post_recall_training_2.stopped,end_training_2.started,end_training_2.stopped,first_fix_active.started,first_fix_active.stopped,pres_text_active.started,pres_text_active.stopped,recall_txt_2.started,recall_txt_2.stopped,answer_box_2.text,answer_box_2.started,answer_box_2.stopped,postrecallPR_2.started,postrecallPR_2.stopped,Dificultad_activas.started,Dificultad_activas.stopped,dif_licker_2.response,dif_licker_2.rt,dif_licker_2.started,dif_licker_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_2.started,text_2.stopped,participante,sesion,pasivas,activas,date,expName,psychopyVersion,frameRate,
datasets/instruccion1_pasiva.png,datasets/instruccion1_activa.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
datasets/instruccion2.png,datasets/instruccion2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
datasets/instruccion3.png,datasets/instruccion3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,2,25,0.75,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.4051477531175,None,space,2.505441327126391,377.4051477531175,None,379.9303975663224,None,380.6934104326265,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,2,25,0.75,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.6934038639956,381.6934038639956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,2,25,0.75,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.6934568235738,None,52,382.6934568235738,None,384.8802497721499,None,,,,,,,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,2,68,0.35,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.3564306886383,None,space,1.3734598999271839,386.3564306886383,None,387.7465929337959,None,388.1024513305583,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,2,68,0.35,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.1024164347109,389.1024164347109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,2,68,0.35,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.10246200458096,None,86,390.10246200458096,None,391.62867822745466,None,,,,,,,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,3,349,0.15,943,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.8998448161183,None,space,0.8423619534460158,395.8998448161183,None,,,,,,,,,,,,392.62833091115135,None,396.76453268303885,None,397.47655656000825,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,3,349,0.15,943,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.93502762929893,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,3,349,0.15,943,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.93481579098625,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,3,349,0.15,943,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.9348708032612,None,943,399.9348708032612,None,402.49462480807233,None,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,3,256.0,0.95,652.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.96950965178075,None,space,0.5409566771941172,403.96950965178075,None,,,,,,,,,,,,,,404.52853946514915,None,405.47803942820065,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,3,256.0,0.95,652.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.47834897488246,406.47834897488246,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,3,256.0,0.95,652.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.4782040544869,407.4782040544869,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,3,256.0,0.95,652.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.47812851524213,None,652,408.47812851524213,None,410.6143044231503,None,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,4,1502.0,0.35,2051.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.0887770853333,None,space,2.68304394144252,412.0887770853333,None,,,,,,,,,,,,,,414.80194472497897,None,415.15711998423467,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,4,1502.0,0.35,2051.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.15729158969043,416.15729158969043,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,4,1502.0,0.35,2051.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.157402024779,417.157402024779,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,4,1502.0,0.35,2051.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,2,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.1572985688599,418.1572985688599,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,4,1502.0,0.35,2051.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.157270652182,None,2051,419.157270652182,None,422.6828008637749,None,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,4,3769.0,0.55,9673.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.1578811242198,None,space,4.053618942878529,424.1578811242198,None,,,,,,,,,,,,,,428.24314111880085,None,428.8025367227456,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,4,3769.0,0.55,9673.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.8029805158003,429.8029805158003,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,4,3769.0,0.55,9673.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.8026611161731,430.8026611161731,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,4,3769.0,0.55,9673.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,3,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.8027304973275,431.8027304973275,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,4,3769.0,0.55,9673.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.8027296762484,None,9673,432.8027296762484,None,437.5655992643133,None,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,80734.0,0.95,43708.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.0401913934529,None,space,4.327613737239517,439.0401913934529,None,,,,,,,,,,,,,,443.396243154255,None,444.3455977863705,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,80734.0,0.95,43708.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,4,4,4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.34554605841186,445.34554605841186,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,80734.0,0.95,43708.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,4,4,4,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.34588311123116,446.34588311123116,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,80734.0,0.95,43708.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,4,4,4,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.3466803786814,447.3466803786814,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,80734.0,0.95,43708.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,4,4,4,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.3458761320617,448.3458761320617,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,80734.0,0.95,43708.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.34580510875094,None,,449.34580510875094,None,452.53293346799,None,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,23569.0,0.35,96532.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.00767954939147,None,space,2.4936682897114224,454.00767954939147,None,,,,,,,,,,,,,,456.5333961458564,None,456.88927178527047,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,23569.0,0.35,96532.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.8894105475774,457.8894105475774,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,23569.0,0.35,96532.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,5,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.89013597063786,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,23569.0,0.35,96532.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,5,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.89061219630275,459.89061219630275,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,23569.0,0.35,96532.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,5,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.8899040158958,460.8899040158958,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,5,23569.0,0.35,96532.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.88990771074896,None,96532,461.88990771074896,None,468.41567808787113,None,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,741802.0,0.55,208147.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.8903773677848,None,space,7.932775859235335,469.8903773677848,None,,,,,,,,,,,,,,477.84006782110373,None,478.3994474140127,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,741802.0,0.55,208147.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.39943263459463,479.39943263459463,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,741802.0,0.55,208147.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,6,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.39965925232536,480.39965925232536,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,741802.0,0.55,208147.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,6,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.39952090055885,481.39952090055885,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,741802.0,0.55,208147.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,6,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.39968799008057,482.39968799008057,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,741802.0,0.55,208147.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,6,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.399688400621,483.399688400621,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,741802.0,0.55,208147.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.3997323283329,None,6,484.3997323283329,None,488.38348646451595,None,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,956374.0,0.95,473659.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.8582649785276,None,space,2.805325965564407,489.8582649785276,None,,,,,,,,,,,,,,492.69217429859236,None,493.64128999679815,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,956374.0,0.95,473659.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,7,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.64147104465883,494.64147104465883,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,956374.0,0.95,473659.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,7,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.6420158303972,495.6420158303972,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,956374.0,0.95,473659.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,7,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.6424009163238,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,956374.0,0.95,473659.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,7,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.6423167557532,497.6423167557532,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,956374.0,0.95,473659.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,7,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.6424661920828,None,,,,,,,,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,6,956374.0,0.95,473659.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.64242185383046,None,,499.64242185383046,None,500.86291392631574,None,,,,,,,,,,,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.8819108144271,None,4.015625,9.899793088157821,501.8819108144271,None,space,5.964559816999099,512.0198491678366,None,,,frrf,01,FR,RF,2022-07-05_17h52.15.283,DigitSpanTask_PR2,2022.1.3,58.96512908601819,
